appid,name,price,currency,genres,release_date,steam_review_score,release_year
552990,World of Warships,0.0,,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play",2017-11-15,81,2017
557340,My Friend Pedro,25.99,CAD,"Action, Indie",2019-06-20,81,2019
560130,Pillars of Eternity II: Deadfire,74.0,BRL,RPG,2018-05-08,88,2018
562040,Men of War: Assault Squad 2,88.99,BRL,"Action, Simulation, Strategy",2014-05-15,68,2014
562500,Warstone TD,7.24,BRL,"Indie, Strategy",2018-05-23,70,2018
570710,Extinction,57.99,BRL,"Action, Adventure",2018-04-09,51,2018
570940,DARK SOULS™: REMASTERED,24.99,USD,Action,2018-05-23,84,2018
571310,SteamWorld Dig 2,37.99,BRL,"Action, Adventure, Indie",2017-09-22,85,2017
571480,Scrap Garden Demo,0.0,,"Action, Adventure, Indie",2016-12-20,58,2016
571880,Angels with Scaly Wings™ / 鱗羽の天使,29.99,BRL,"Adventure, Indie, RPG, Simulation",2017-01-31,67,2017
572050,Call to Power II,32.9,BRL,Strategy,2017-04-18,72,2017
572410,Steel Division: Normandy 44,71.99,BRL,"Action, Simulation, Strategy",2017-05-23,83,2017
572430,Party Hard 2,59.99,BRL,"Action, Adventure, Indie, Simulation, Strategy",2018-10-25,74,2018
572740,Nancy Drew®: The Secret of Shadow Ranch,20.69,BRL,Adventure,2017-01-09,68,2017
572890,Pikuniku,16.99,CAD,"Action, Adventure, Casual, Indie",2019-01-24,74,2019
573100,Battlefleet Gothic: Armada 2,74.9,BRL,Strategy,2019-01-24,77,2019
573120,Dead In Vinland,59.99,BRL,"Adventure, Indie, RPG, Simulation, Strategy",2018-04-12,74,2018
573130,Aporia: Beyond The Valley,31.99,BRL,"Adventure, Indie",2017-07-19,71,2017
573410,AI War 2,14.99,BRL,"Indie, Simulation, Strategy",2019-10-22,75,2019
581270,Old Man's Journey,17.99,BRL,"Adventure, Casual, Indie",2017-05-17,76,2017
581320,Insurgency: Sandstorm,99.9,BRL,Action,2018-12-12,78,2018
581660,Super Meat Boy Forever,37.99,BRL,"Action, Adventure, Indie",2022-01-10,70,2022
582010,Monster Hunter: World,42.57,BRL,Action,2018-08-08,88,2018
582270,Everything,27.99,BRL,"Casual, Indie, RPG, Simulation",2017-04-21,78,2017
582660,Black Desert,17.46,BRL,"Action, Adventure, Massively Multiplayer, RPG, Strategy",2017-11-15,80,2017
584400,Sonic Mania,26.99,CAD,"Action, Adventure, Casual",2017-08-29,84,2017
590380,Into the Breach,28.99,BRL,"Indie, RPG, Simulation, Strategy",2018-02-27,90,2018
590690,Sprint Vector,55.99,BRL,"Action, Indie, Racing, Sports",2018-02-08,84,2018
591460,Parkasaurus,73.99,BRL,"Simulation, Strategy",2020-08-12,70,2020
591630,Candleman: The Complete Journey,28.99,BRL,"Action, Adventure, Indie, RPG",2018-01-31,76,2018
591750,Solo,28.99,BRL,"Adventure, Indie",2018-04-26,77,2018
592480,Knights And Bikes,11.39,CAD,"Action, Adventure, Indie",2019-08-26,79,2019
592580,PRO EVOLUTION SOCCER 2018,0.0,,Sports,2017-09-13,81,2017
594650,Hunt: Showdown 1896,17.99,CAD,Action,2019-08-27,81,2019
597760,Yuppie Psycho: Executive Edition,16.19,EUR,"Adventure, Indie",2019-04-25,81,2019
599140,Graveyard Keeper,25.0,HKD,"Adventure, Indie, RPG, Simulation",2018-08-15,69,2018
600130,Valfaris,9.49,BRL,"Action, Indie",2019-10-10,86,2019
600990,The Gardens Between,47.99,BRL,"Adventure, Indie",2018-09-19,80,2018
601430,The Evil Within 2,155.0,BRL,"Action, Adventure",2017-10-12,80,2017
601840,Griftlands,37.99,BRL,Indie,2021-06-01,84,2021
